pc0,pc1,pc2,pc3,source,tweet
0.12453143496,0.0290066147947,-0.0187452220585,-0.0524271654033,bot,Informe sobre Tanhuato corrobora uso de tortura: Martnez Neri
0.12453143496,0.0290066147925,-0.0187452220597,-0.0524271654282,bot,Informe sobre Tanhuato corrobora uso de tortura: Martnez Neri
0.18147070849,0.00412981926346,-0.0605416154521,-0.0659902585175,bot,Informe sobre Tanhuato corrobora uso de tortura: Martnez Neri https://t.co/6nG9wCDx6w
0.170725685978,-0.0174992053836,-0.0578057774029,-0.0185673558502,bot,Se Vuelve Tendencia Nacional En Redes Tras Informe De CNDH https://t.co/u8DFQ9hVsC
0.142171319051,0.0422805355749,0.0419290924608,0.00583061239158,bot,"RT @anonopshispano: La @PoliciaFedMx asesin desde helicptero, manipul evidencias y quem personas vivas en Tanhuato #PolicaFederal http"
0.0307437603829,0.0220894946626,0.000857285458536,-0.0167832289978,bot,"""Tanhuato"" was a trending topic in Mexico at rank 10 for duration 1h:45m ."
0.18147070849,0.00412981926334,-0.060541615452,-0.0659902585182,bot,Informe sobre Tanhuato corrobora uso de tortura: Martnez Neri https://t.co/2ZCFTrI0Ge
0.298646507008,-0.00464634113617,0.0395808899308,-0.0752674471802,bot,Confirma CNDH que Polica Federal ejecut a 22 en Tanhuato Michoacn https://t.co/FB3uQlxDDd
0.227755314456,-0.019692394967,-0.102582328389,-0.0462913491437,bot,https://t.co/K466ZctXSS RT https://t.co/cIS3jFyWL4
0.163225021695,0.0242562503356,-0.0344226467621,-0.0211833554455,bot,"RT @ConsejoPRD: #BuenViernes, @PRDMexico urge al gobierno cumplir recomendacin para #Tanhuato: @Angel_Avila1 @CNDH @el_pais https://t.co/I"
0.315909712472,0.0328885449915,-0.0964396059385,-0.093117630194,bot,"RT @RuidoEnLaRed: #Tanhuato, otro caso de violaciones a los derechos humanos en sexenio de @EPN https://t.co/6o8VZayjLx https://t.co/fkgy4m"
0.0778308116987,-0.013828814944,-0.0440924097845,-0.0421621729056,bot,#Reformenlareforma y resolvamos civilizadamente este tema por favor. https://t.co/IuwvYnFNdC
0.12453143496,0.0290066147925,-0.0187452220598,-0.0524271654278,bot,Informe sobre Tanhuato corrobora uso de tortura: Martnez Neri
0.18147070849,0.00412981926341,-0.0605416154521,-0.0659902585175,bot,Informe sobre Tanhuato corrobora uso de tortura: Martnez Neri https://t.co/nBDQASxxBO
0.20582068314,0.00339592412627,-0.0905391264569,-0.0950646282095,bot,Muy triste: Tanhuato: ejecuciones extrajudiciales  https://t.co/w40LmwEcJA https://t.co/6Ln71yTaTN
0.205753281388,0.0298105778674,-0.0417487381637,-0.0323611050325,bot,Defiende CNDH a criminales que atacaron a PF en Tanhuato https://t.co/JTNqm2lJaj
0.337332434992,-0.0277469587315,-0.0632678715442,-0.00434044607152,bot,"RT @CNDH: ""En #Tanhuato, de 43 muertos la mayora muri con disparos de menos de 90cm"" Ismael Eslava de #CNDH va @DarioFritz https://t.co/"
0.259615084751,0.0100619857806,-0.0771691499241,-0.0107606102154,bot,RT @ElFinanciero_Mx: #Tendencias En Tanhuato no slo hubo una matanza... https://t.co/TF3ujvN6HY https://t.co/5RrwSYBri4
0.140233016169,-0.0220910464218,0.0160037568806,-0.0425221065073,bot,Polica Federal tuvo 4 hrs para manipular escena Tanhuato: CNDH. Con Ciro Gmez Leyva https://t.co/ajgWVX7PdU
0.175365082865,-0.00882378415243,-0.0159526248708,-0.00662727607531,bot,CNDH no tuvo elementos tcnicos para determinar cmo perdieron la vida 15 personas en Tanhuato: visitador. Con Ric https://t.co/GP7N3EAOm1
0.279753780111,0.0645525814414,-0.0843996220084,-0.179909961304,bot,No se puede hablar de ejecuciones extrajudiciales en Tanhuato: Renato Sales https://t.co/ghdA25bZpR
0.318472764219,-0.0142965755799,0.0146544475221,0.00283539493921,bot,RT @SanjuanaMtz: Miren cmo est el acoso en Twitter a quienes nos atrevimos a publicar la verdad sobre la masacre de #Tanhuato https://t.c
0.308684609439,0.000178756353455,-0.0447193116734,-0.0785635626319,bot,RT @SanjuanaMtz: Los deseos que me mandan por mis reportajes sobre la masacre de #Tanhuato https://t.co/xMPWoJAZ7D
0.219040931067,0.00499810005129,-0.0103342221401,-0.0143354272665,bot,"RT @cecortesr: Lean a @julioastillero!"" Tanhuato: la CNDH concluye ejecuciones extrajudiciales, tortura y manipulacin oficial. https://t."
0.0869511390016,-0.0239815686076,-0.0516487858996,-0.0245570426769,bot,WTF q pedooo!!!! https://t.co/EjfatXR3LW
0.142171319051,0.0422805355748,0.0419290924609,0.00583061239107,bot,"RT @anonopshispano: La @PoliciaFedMx asesin desde helicptero, manipul evidencias y quem personas vivas en Tanhuato #PolicaFederal http"
0.188602305281,-0.0412330463955,-0.103915057405,-0.0635316821153,bot,"Se los dijo., https://t.co/fr4uIXP5ag https://t.co/41sC3LpaeW"
0.18289867257,-0.0327636566781,-0.0188161605808,0.0473343068257,bot,"RT @Giorgioromero: Hace ao y medio, cuando Tanhuato, conjetur que haba sido una masacre. Hoy la CNDH lo ha confirmado.  https://t.co/WyL"
0.373726216976,0.124312289148,0.0298196817584,0.111790750121,bot,Segn la CNDH qu pas en #Tanhuato? https://t.co/E6FEhXDU2o https://t.co/xtoOCGqNq1
0.381355535593,0.084910892875,-0.0160024773172,0.074010715202,bot,Segn la CNDH qu pas en #Tanhuato? https://t.co/d33gjzrB4w https://t.co/6KYyUVB4bs https://t.co/WulUWyjs3x
0.142171319051,0.0422805355748,0.0419290924609,0.00583061239107,bot,"RT @anonopshispano: La @PoliciaFedMx asesin desde helicptero, manipul evidencias y quem personas vivas en Tanhuato #PolicaFederal http"
0.240632739158,0.0879749229089,-0.0254398887282,-0.0711448688521,bot,RT @DeniseDresserG: Momento de exigir renuncia de Galindo x mentir/encubrir actuacin d @PoliciaFedMx en ejecuciones en #Tanhuato @CNDH  ht
0.178256138046,0.00865626094229,-0.058952105086,-0.067764072548,bot,#EnPortada Cuestiona Segob el informe de Tanhuato https://t.co/4fcOe2TODQ
0.168051597016,0.00442452776535,0.022933401933,0.0198529516349,bot,#TitularesDelDa #PrimerasPlanas    #FelizViernes: La PF asesin a 22 en Tanhuato: CNDH
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0928090933048,-0.026754181046,-0.0603455087608,-0.0311311666695,bot, CLICK HERE! &gt;&gt; https://t.co/xSZMCGUKs7
0.371216097244,-0.0270819290433,-0.0433694135631,-0.0202013873449,bot,La PF ejecut de manera arbitraria a 22 civiles en Tanhuato: CNDH https://t.co/EtVb3AkQvS
0.278388452092,0.113122075514,-0.035477089976,-0.113007805353,bot,RT @DeniseDresserG: #PaseDeLista1al43 para protestar contra las ejecuciones extrajudiciales de civiles en #Tanhuato @epigmenioibarra https:
0.209503152117,0.0184767929495,-0.00395764658241,-0.021187253736,bot,"RT @RuidoEnLaRed: 13 de las vctimas en #Tanhuato estaban desarmadas y a pesar de eso fueron ejecutadas arbitrariamente, dice informe de la"
0.21268290266,0.0752563243417,-0.03966331808,-0.0868305524528,bot,RT @AristeguiOnline: Hubo 22 ejecuciones extrajudiciales en #Tanhuato: @CNDHhttp://ow.ly/OYsl303n48H https://t.co/Jp1eFBRsGW
0.142171319051,0.0422805355748,0.0419290924609,0.00583061239107,bot,"RT @anonopshispano: La @PoliciaFedMx asesin desde helicptero, manipul evidencias y quem personas vivas en Tanhuato #PolicaFederal http"
0.253903193794,0.0894902839916,-0.000756505469667,-0.0755879138344,bot,"""PF ejecut de manera arbitraria a 22 civiles en Tanhuato"""
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.00910374008213,0.000765446604329,-0.00230927197712,-0.0031649649519,bot,#DestitucionyJuicioaGalindo autor intelectual
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0984130915886,-0.0280767712332,-0.0625248891532,-0.0315697835095,bot, GO TO LINK! -&gt; https://t.co/FXEfkzII0Z
0.307815411644,0.0342584125261,-0.114076686994,-0.171782802803,bot,No se puede hablar de ejecuciones extrajudiciales en Tanhuato: Renato Sales https://t.co/YEBPRAZCf9 https://t.co/xg891WUpUF
0.176673414346,-0.00404410542499,-0.0174377833696,-0.0263276482158,bot,Hola. Hoy 19 de agosto mi 1er. com. es que la PF ejecut sin justificacin a 22 en Tanhuato: https://t.co/AH8stlplTa Asesinato masivo!
0.0793886809971,0.0111539200596,-0.0269211899414,-0.0316184615774,bot,#Mexico #DrugWar: Tanhuato - Suspicions of Police #ExtrajudicialExecutions Confirmed #ruleoflaw https://t.co/aF6zbI47Ox
0.306524857055,-0.0359078803176,-0.0644638079164,-0.0220532180592,bot,La #PF asesin a 22 en #Tanhuato: #CNDH #lasdiezdelasdiez https://t.co/uNY52QlLa3 https://t.co/GgBWmTvUAK
0.367998654784,-0.0694774074011,-0.0430612412601,9.451241416e-05,bot,RT @AtTimesMX: Responde la Comisin Nacional de Seguridad a la @CNDH sobre el caso de Tanhuato. https://t.co/zHWNyuhKcF
0.273427545968,0.0909971523263,-0.0435248503528,-0.0175974333173,bot,#Opinin de CarlosLoret | Pues s pas algo en Tanhuato https://t.co/1d58wfz7Uk https://t.co/QhpAiCU403
0.33225277424,-0.0320287655138,-0.0272744219978,-0.00441764375265,bot,RT @hekglez:  La @CNDH presenta la Recomendacin por Violaciones Graves tras lo sucedido en #Tanhuato https://t.co/grnX0H8kRE https://t.c
0.337332434992,-0.0277469587315,-0.0632678715442,-0.00434044607152,bot,"RT @CNDH: ""En #Tanhuato, de 43 muertos la mayora muri con disparos de menos de 90cm"" Ismael Eslava de #CNDH va @DarioFritz https://t.co/"
0.292838540686,-0.028899181443,-0.0164516154046,-0.0757978120878,bot,Polica Federal minti en Tanhuato:CNDH https://t.co/da4aOWng1t https://t.co/BKIEWsrp5G
0.367998654784,-0.0694774074011,-0.0430612412601,9.451241416e-05,bot,RT @AtTimesMX: Responde la Comisin Nacional de Seguridad a la @CNDH sobre el caso de Tanhuato. https://t.co/zHWNyuhKcF
0.216825548176,0.0758916954285,0.0268118746498,-0.0675025380046,bot,RT @GustavoVela71: Es terrible que en Mxico se condene a Alfredo Castillo ms por el fracaso deportivo que por la masacre en #Tanhuato htt
0.205753281388,0.0298105778674,-0.0417487381637,-0.0323611050325,bot,Defiende CNDH a criminales que atacaron a PF en Tanhuato https://t.co/wR8EpYVoch
0.221509356804,0.00544608220622,-0.0712354755202,-0.0418735985031,bot,Tuvo PF 4 horas para manipular escena en Tanhuato: CNDH https://t.co/JBsEJnkNy5 #SiguemeYteSigo https://t.co/25SBMSq1AM
0.273427545968,0.0909971523263,-0.0435248503528,-0.0175974333173,bot,#Opinin de CarlosLoret | Pues s pas algo en Tanhuato https://t.co/U1fnwbGYD9 https://t.co/hzksftZRjy
0.185787631883,-0.0132430573772,0.0193731192317,-0.0196427545217,bot,RT @victorsanoro: El uso desmedido de la fuerza por la Pol Federal es reprobable debe sancionarse ya son muchos casos #Tanhuato #Nochixtlan
0.185787631883,-0.0132430573772,0.0193731192317,-0.0196427545217,bot,RT @victorsanoro: El uso desmedido de la fuerza por la Pol Federal es reprobable debe sancionarse ya son muchos casos #Tanhuato #Nochixtlan
0.197554179893,0.0285572992293,-0.0420809072705,-0.0298982416379,bot,Tuvo PF 4 horas para manipular escena en Tanhuato: CNDH https://t.co/wU8w7UFxxt
0.273427545968,0.0909971523263,-0.0435248503528,-0.0175974333173,bot,#Opinin de CarlosLoret | Pues s pas algo en Tanhuato https://t.co/GggZ6MHG2O https://t.co/nvNzW11wrZ
0.0913295183974,-0.022310122751,-0.0523499387062,-0.0349455779111,bot,chenle un OJO a #RecomendacinCNDH #Tanhuatohttps://t.co/F5bKNy6CYU cc ddeliberada albertoserdan andreslajous https://t.co/Mkqiy51OXs
0.236974985703,0.00528968654912,0.0293181664468,0.000276654630131,bot,RT @victorsanoro: La @CNDH ha documentado ejecuciones extrajudiciales en #Tanhuato  por la @PoliciaFedMx nos preguntamos porqu  @PGR_mx  n
0.236974985703,0.00528968654912,0.0293181664468,0.000276654630131,bot,RT @victorsanoro: La @CNDH ha documentado ejecuciones extrajudiciales en #Tanhuato  por la @PoliciaFedMx nos preguntamos porqu  @PGR_mx  n
0.296204455155,-0.0325703568551,-0.0209386940348,-0.0436867960355,bot,La CNS no coincide con la hiptesis de que se cometieron ejecuciones arbitrarias en Tanhuato https://t.co/VXE5KPtBze
0.296204455155,-0.0325703568551,-0.0209386940348,-0.0436867960355,bot,La CNS no coincide con la hiptesis de que se cometieron ejecuciones arbitrarias en Tanhuato https://t.co/hktWCik55l
0.0913295183974,-0.022310122751,-0.0523499387062,-0.0349455779111,bot,chenle un OJO a #RecomendacinCNDH #Tanhuatohttps://t.co/5ilTDfgpEA cc ddeliberada albertoserdan andreslajous https://t.co/GGvG580VuD
0.236974985703,0.00528968654912,0.0293181664468,0.000276654630131,bot,RT @victorsanoro: La @CNDH ha documentado ejecuciones extrajudiciales en #Tanhuato  por la @PoliciaFedMx nos preguntamos porqu  @PGR_mx  n
0.0420191856217,0.0439626985053,0.00922254586917,-0.0271811886722,bot,Jonathan Kraft #Tanhuato Musgrove
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.00398902848173,0.00308554663983,-0.000344096473153,-0.000869287477397,bot,#ColumnaDe @CarlosLoret
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.10707672819,-0.0305234293145,-0.0676780343306,-0.0340153610844,bot, CLICK LINK! --&gt; https://t.co/Ai5HyP1sLC
0.183692593181,-0.0282648580424,-0.0233629295461,-0.0157218355508,bot,Justicia para #Tanhuato no es posible que la @CNDH no haga nada @luiscardenasmx https://t.co/zkflNogCbu
0.0908139098929,-0.0221808410461,-0.0520547460398,-0.0347460976968,bot,chenle un OJO a #RecomendacinCNDH #Tanhuatohttps://t.co/p2ZZMn5FIc cc ddeliberada albertoserdan andreslajous https://t.co/sF0KclcpoV
